index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
194,Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,manual,Second Owner,20.85,1197.0,83.14,5.0,9,22062.302158273378
195,Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,manual,First Owner,15.3,1341.0,83.0,5.0,20,4248.366013071895
196,Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,5,38709.67741935483
197,Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,manual,First Owner,28.09,1248.0,88.5,5.0,8,28479.88608045568
198,Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,manual,First Owner,20.3,1199.0,84.0,5.0,6,25615.76354679803
199,Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,manual,First Owner,20.77,1248.0,88.76,7.0,10,27924.891670678866
200,Toyota Etios GD,2012,235000,120000,Diesel,Individual,manual,First Owner,19.41878335651954,,,,13,12101.685037909576
201,Honda City i VTEC S,2015,600000,50000,Petrol,Individual,manual,First Owner,17.4,1497.0,117.3,5.0,10,34482.75862068966
202,Honda Brio S MT,2014,290000,60000,Petrol,Individual,manual,Second Owner,19.4,1198.0,86.8,5.0,11,14948.453608247424
203,Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,manual,First Owner,26.6,998.0,58.16,5.0,9,13533.834586466164
204,Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,manual,First Owner,20.85,1197.0,83.14,5.0,8,26378.896882494002
205,Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,manual,First Owner,18.5,1197.0,82.85,5.0,12,20270.27027027027
206,Maruti Omni E 8 Str STD,2003,40000,90000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,22,2059.8612830484385
207,Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,automatic,First Owner,20.51,998.0,67.0,5.0,7,20477.815699658702
208,Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,manual,First Owner,21.21,1197.0,81.8,5.0,8,25931.16454502593
209,Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,manual,First Owner,24.7,796.0,47.3,5.0,7,10931.174089068827
210,Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,automatic,First Owner,22.0,1197.0,81.8,5.0,7,31818.18181818182
211,Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,8,24509.80392156863
212,Tata Hexa XE,2019,1250000,15000,Diesel,Individual,manual,First Owner,17.6,2179.0,147.94,7.0,6,71022.72727272726
213,Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,manual,Second Owner,18.5,1197.0,82.85,5.0,12,17297.297297297297
214,Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,manual,First Owner,28.4,1248.0,74.02,5.0,7,24647.88732394366
215,Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,10,14139.444173573866
216,Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,automatic,First Owner,14.53,1794.0,138.1,5.0,13,37852.718513420514
217,Honda Brio S MT,2012,265000,60000,Petrol,Individual,manual,First Owner,19.4,1198.0,86.8,5.0,13,13659.793814432991
218,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,automatic,First Owner,21.4,1197.0,83.1,5.0,7,38785.04672897197
219,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,manual,First Owner,14.1,2179.0,147.94,7.0,8,56737.58865248227
220,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,manual,Second Owner,19.7,796.0,46.3,5.0,14,8121.827411167513
221,Renault KWID RXT,2018,335000,30000,Petrol,Individual,manual,First Owner,25.17,799.0,53.3,5.0,7,13309.495431068732
222,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,manual,Second Owner,20.63,1198.0,67.0,5.0,8,15947.649054774602
223,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,manual,First Owner,24.3,1248.0,88.5,5.0,8,31893.004115226337
224,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,manual,First Owner,20.14,1197.0,81.86,5.0,5,26017.874875868918
225,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,manual,First Owner,22.74,796.0,47.3,5.0,10,10773.96657871592
226,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,manual,Second Owner,17.0,1197.0,80.0,5.0,13,16176.470588235294
227,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,manual,First Owner,17.57,1193.0,88.7,5.0,7,29595.902105862264
228,Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,17,6694.549169907425
229,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,manual,First Owner,16.95,1498.0,97.7,5.0,11,32448.377581120945
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,manual,First Owner,17.0,1497.0,121.36,5.0,7,53529.41176470588
231,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,manual,First Owner,19.49,1198.0,67.04,5.0,10,15392.508978963573
232,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,9,17064.84641638225
233,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,manual,First Owner,12.83,2696.0,162.0,7.0,12,70148.09041309431
234,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,manual,Second Owner,17.21,1493.0,100.0,7.0,12,17431.725740848342
235,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,manual,Second Owner,21.1,1248.0,73.9,5.0,15,11848.341232227487
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,manual,First Owner,19.67,1582.0,126.2,5.0,8,55922.72496187087
237,Renault KWID RXT,2016,270000,44000,Petrol,Individual,manual,First Owner,25.17,799.0,53.3,5.0,9,10727.056019070322
238,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,manual,First Owner,20.77,1248.0,88.76,7.0,10,30813.673567645645
239,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,manual,First Owner,15.1,2179.0,140.0,7.0,10,43046.35761589404
240,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,manual,First Owner,15.37,1196.0,73.0,5.0,8,26675.276512687054
241,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,manual,First Owner,17.92,1086.0,62.1,5.0,14,9207.589285714284
242,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,manual,Second Owner,13.2,1495.0,94.0,5.0,18,6060.606060606061
243,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,manual,First Owner,15.1,2179.0,140.0,7.0,13,35430.46357615894
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,manual,First Owner,12.99,2494.0,100.57,7.0,12,53887.60585065435
245,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,manual,First Owner,23.4,1248.0,74.0,5.0,12,23504.273504273504
246,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,automatic,First Owner,19.0,1199.0,88.76,5.0,6,35789.47368421053
247,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,manual,Second Owner,20.36,1197.0,78.9,5.0,16,9823.18271119843
248,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,manual,Second Owner,23.4,1248.0,74.0,5.0,11,21367.521367521367
249,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,manual,First Owner,24.52,1248.0,88.5,7.0,9,40783.034257748775
250,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,manual,Second Owner,14.2,1341.0,82.9,5.0,17,7746.478873239437
251,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,manual,Second Owner,18.5,1197.0,80.0,5.0,13,17297.297297297297
252,Tata Indica DLS,2005,75000,110000,Diesel,Individual,manual,Second Owner,19.41878335651954,,,,20,3862.239905715822
253,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,manual,First Owner,20.4,1197.0,83.11,5.0,10,17156.862745098042
254,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,manual,First Owner,19.4,1405.0,70.0,5.0,12,8762.886597938144
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,manual,First Owner,22.54,1396.0,88.73,5.0,8,35492.4578527063
256,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,manual,First Owner,26.8,1248.0,74.0,5.0,8,18656.716417910447
257,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,automatic,First Owner,17.6,2179.0,153.86,7.0,8,78409.0909090909
258,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,manual,First Owner,17.3,1497.0,121.0,8.0,6,75144.50867052023
259,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,manual,First Owner,22.32,1582.0,126.3,5.0,12,23745.51971326165
260,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,manual,First Owner,23.4,1248.0,74.0,5.0,13,15384.615384615385
261,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,manual,First Owner,19.3,1248.0,73.9,5.0,13,16062.176165803108
262,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,manual,Second Owner,26.0,1498.0,98.6,5.0,10,27884.615384615383
263,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,manual,First Owner,19.3,1248.0,73.9,5.0,13,17616.58031088083
264,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,manual,Second Owner,25.4,1186.0,73.97,5.0,8,21653.543307086617
265,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,manual,Second Owner,11.5,2982.0,171.0,7.0,14,100000.0
266,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,manual,First Owner,27.28,1047.0,69.0,5.0,9,13929.618768328444
267,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,automatic,Second Owner,17.97,1498.0,99.6,5.0,12,19476.905954368394
268,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,manual,First Owner,18.6,1197.0,81.86,5.0,6,32795.69892473118
269,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,manual,First Owner,20.85,1197.0,83.14,5.0,10,25179.856115107912
270,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,manual,First Owner,12.8,2494.0,102.0,7.0,14,37500.0
271,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,manual,First Owner,16.55,2498.0,105.0,6.0,8,47129.90936555891
272,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,manual,First Owner,19.3,1248.0,73.9,5.0,13,16580.310880829016
273,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,11,18382.352941176472
274,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,manual,First Owner,19.02,1198.0,67.05,5.0,6,15772.870662460567
275,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,10,22182.78615794144
276,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,manual,First Owner,12.05,2179.0,120.0,9.0,14,33526.970954356846
277,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,manual,First Owner,14.07,2956.0,69.01,7.0,10,35536.602700781805
278,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,manual,First Owner,27.28,1047.0,69.0,5.0,8,12829.91202346041
279,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,manual,First Owner,17.57,1193.0,88.7,5.0,10,21627.774615822425
280,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,manual,Third Owner,13.2,1495.0,94.0,5.0,17,8712.045454545456
281,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,manual,First Owner,19.4,1198.0,86.8,5.0,11,17268.041237113404
282,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,automatic,First Owner,18.9,1197.0,82.0,5.0,10,24603.174603174604
283,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,manual,First Owner,21.02,1248.0,88.76,5.0,13,13796.384395813511
284,Maruti Alto LX,2005,110000,45000,Petrol,Individual,manual,Second Owner,19.7,796.0,46.3,5.0,20,5583.756345177665
285,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,manual,Third Owner,11.57,2179.0,138.1,7.0,14,38893.690579083835
286,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,16,29411.764705882353
287,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,manual,Second Owner,13.6,2523.0,63.0,7.0,18,15441.176470588236
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,automatic,First Owner,17.9,2143.0,170.0,5.0,7,256983.2402234637
289,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,manual,First Owner,16.8,796.0,34.2,8.0,9,13095.238095238095
290,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,8,23809.523809523813
291,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,manual,First Owner,18.9,1197.0,82.0,5.0,8,23809.523809523813
292,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,automatic,First Owner,16.95,1197.0,78.9,5.0,12,17109.14454277286
293,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,9,25490.196078431374
294,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,automatic,First Owner,16.95,1197.0,78.9,5.0,14,15634.218289085546
295,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,manual,Second Owner,18.6,1197.0,85.8,5.0,13,17741.935483870966
296,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,manual,Second Owner,18.6,1197.0,85.8,5.0,13,17741.935483870966
297,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,manual,First Owner,15.96,2523.0,62.1,7.0,11,31954.824561403508
298,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,manual,First Owner,17.1,1591.0,121.3,5.0,11,29239.76608187134
299,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,manual,First Owner,17.19,1197.0,81.86,5.0,10,30541.012216404884
300,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,manual,First Owner,21.01,1197.0,81.8,5.0,6,32127.558305568775
301,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,manual,First Owner,17.0,1197.0,80.0,5.0,15,17647.058823529413
302,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,manual,Second Owner,19.7,796.0,46.3,5.0,20,4568.527918781726
303,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,manual,First Owner,26.59,1248.0,74.0,5.0,8,24445.280180518992
304,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,manual,Second Owner,19.1,1197.0,85.8,5.0,11,21413.612565445026
305,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,manual,Second Owner,24.0,1120.0,70.0,5.0,10,16458.333333333332
306,Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,15,11071.754396385355
307,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,manual,Second Owner,19.1,1197.0,85.8,5.0,11,20942.40837696335
308,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,manual,Third Owner,18.6,1199.0,79.4,5.0,13,6451.612903225806
309,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,automatic,First Owner,20.3,1199.0,84.0,5.0,7,31773.399014778322
310,Maruti 800 Std,2006,81000,80000,Petrol,Individual,manual,First Owner,16.1,796.0,37.0,4.0,19,5031.055900621118
311,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,manual,First Owner,25.6,1498.0,97.9,5.0,8,50781.25
312,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,manual,First Owner,25.6,1498.0,97.9,5.0,8,48828.125
313,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,manual,Third Owner,16.02,1373.0,93.7,7.0,12,33395.755305867664
314,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,manual,Second Owner,19.01,1461.0,108.5,5.0,11,29195.160441872697
315,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,manual,First Owner,17.4,1497.0,117.3,5.0,11,41666.66666666667
316,Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,manual,Third Owner,19.41878335651954,,,,42,15448.959622863287
317,Renault KWID RXL,2016,229999,40000,Petrol,Individual,manual,First Owner,25.17,799.0,53.3,5.0,9,9137.8228049265
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,manual,Second Owner,12.99,2494.0,100.6,8.0,12,61585.835257890685
319,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,manual,First Owner,20.51,998.0,67.04,5.0,8,19990.19990248659
320,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,manual,First Owner,21.38,1396.0,88.7,5.0,7,56594.94855004678
321,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,manual,First Owner,23.84,1199.0,84.0,5.0,8,16778.523489932886
322,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,manual,First Owner,24.0,1186.0,73.97,5.0,7,21666.666666666668
323,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,automatic,First Owner,21.4,1197.0,83.1,5.0,9,30373.831775700935
324,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,manual,Third Owner,16.1,1298.0,88.2,5.0,14,20186.335403726705
325,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,automatic,First Owner,17.4,1197.0,85.8,5.0,13,24137.93103448276
326,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,manual,First Owner,20.4,1197.0,81.8,5.0,11,19607.843137254902
327,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,15,14999.941176470587
328,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,22,3757.2254335260113
329,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,manual,First Owner,23.1,998.0,67.04,5.0,8,15194.805194805194
330,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,manual,Third Owner,12.8,2494.0,102.0,8.0,18,31562.5
331,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,manual,Third Owner,21.1,1248.0,73.9,5.0,14,8767.772511848341
332,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,manual,First Owner,23.08,1461.0,63.1,5.0,14,10831.889081455807
333,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,23,3468.208092485549
334,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,manual,Second Owner,17.1,1591.0,121.3,5.0,12,29239.76608187134
335,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,manual,Second Owner,18.2,998.0,67.1,5.0,18,4670.32967032967
336,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,manual,Second Owner,19.41878335651954,,,,20,4377.205226477931
337,Maruti Alto LX,2005,85000,80000,Petrol,Individual,manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,20,4314.720812182742
338,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,14,13730.569948186529
339,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,manual,Second Owner,19.0,998.0,66.1,5.0,15,6842.105263157895
340,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,manual,Third Owner,20.77,1248.0,88.76,7.0,12,23110.255175734233
341,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,manual,Third Owner,17.8,1248.0,75.0,5.0,17,9550.561797752809
342,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,manual,First Owner,23.08,1461.0,63.1,5.0,14,11915.077989601388
343,Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,manual,Second Owner,18.9,998.0,67.1,5.0,20,4708.994708994709
344,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,manual,Second Owner,20.0,1399.0,68.0,5.0,15,8500.0
345,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,manual,First Owner,17.0,1197.0,110.0,5.0,6,64117.64705882353
346,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,automatic,First Owner,17.01,1582.0,126.2,5.0,8,64667.84244562022
347,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,manual,First Owner,22.0,1197.0,81.8,5.0,7,27727.272727272728
348,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,manual,First Owner,20.63,1198.0,67.0,5.0,9,16238.487639360155
349,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,manual,First Owner,18.9,1197.0,82.0,5.0,10,23015.82010582011
350,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,manual,First Owner,14.24,2755.0,174.5,7.0,7,210674.1573033708
351,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,manual,First Owner,20.71,799.0,53.26,5.0,7,18831.48237566393
352,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,manual,First Owner,18.5,1198.0,86.8,5.0,13,17567.567567567567
353,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,manual,First Owner,17.0,1198.0,73.75,5.0,6,37647.05882352941
354,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,manual,First Owner,16.95,1498.0,97.7,5.0,13,26548.672566371682
355,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,manual,Second Owner,23.59,1364.0,67.06,5.0,12,16956.33743111488
356,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,manual,First Owner,20.36,1197.0,78.9,5.0,16,10559.92141453831
357,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,manual,First Owner,20.45,1461.0,83.8,5.0,11,27872.860635696823
358,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,manual,First Owner,15.1,2179.0,140.0,7.0,13,45033.11258278146
